"ResponseId","trial","happiness","image","condition"
"R_1DZq8wPdOiyS0Sc","happy",2.75,"positive stimuli present","pen-in-mouth"
"R_1DZq8wPdOiyS0Sc","neutral",3.25,"positive stimuli present","pen-in-mouth"
"R_1dzzsWq93omV4BU","filler",4.25,"positive stimuli absent","facial mimicry"
"R_1dzzsWq93omV4BU","filler",2.75,"positive stimuli absent","facial mimicry"
"R_1dzzsWq93omV4BU","happy",2.75,"positive stimuli absent","facial mimicry"
"R_1dzzsWq93omV4BU","neutral",2,"positive stimuli absent","facial mimicry"
"R_1E1p8552ce1KmCK","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_1E1p8552ce1KmCK","filler",2,"positive stimuli absent","pen-in-mouth"
"R_1E1p8552ce1KmCK","happy",2.5,"positive stimuli absent","pen-in-mouth"
"R_1E1p8552ce1KmCK","neutral",1.75,"positive stimuli absent","pen-in-mouth"
"R_1EaICFIPQ19IVv7","filler",1.25,"positive stimuli absent","facial mimicry"
"R_1EaICFIPQ19IVv7","filler",1.5,"positive stimuli absent","facial mimicry"
"R_1EaICFIPQ19IVv7","happy",1.75,"positive stimuli absent","facial mimicry"
"R_1EaICFIPQ19IVv7","neutral",1.5,"positive stimuli absent","facial mimicry"
"R_1EbzFb7CHiR4f6B","filler",1,"positive stimuli absent","pen-in-mouth"
"R_1EbzFb7CHiR4f6B","filler",1,"positive stimuli absent","pen-in-mouth"
"R_1EbzFb7CHiR4f6B","happy",1,"positive stimuli absent","pen-in-mouth"
"R_1EbzFb7CHiR4f6B","neutral",1.5,"positive stimuli absent","pen-in-mouth"
"R_1eFWrV3ZiFlGizS","filler",2,"positive stimuli absent","voluntary facial action"
"R_1eFWrV3ZiFlGizS","filler",1.75,"positive stimuli absent","voluntary facial action"
"R_1eFWrV3ZiFlGizS","happy",1.5,"positive stimuli absent","voluntary facial action"
"R_1eFWrV3ZiFlGizS","neutral",2,"positive stimuli absent","voluntary facial action"
"R_1Ej9MDUZaveffLW","filler",2.5,"positive stimuli absent","voluntary facial action"
"R_1Ej9MDUZaveffLW","filler",2.75,"positive stimuli absent","voluntary facial action"
"R_1Ej9MDUZaveffLW","happy",3,"positive stimuli absent","voluntary facial action"
"R_1Ej9MDUZaveffLW","neutral",2.75,"positive stimuli absent","voluntary facial action"
"R_1eM0XJx7TfeKgVU","filler",4,"positive stimuli present","voluntary facial action"
"R_1eM0XJx7TfeKgVU","filler",4,"positive stimuli present","voluntary facial action"
"R_1eM0XJx7TfeKgVU","happy",4.5,"positive stimuli present","voluntary facial action"
"R_1eM0XJx7TfeKgVU","neutral",4.5,"positive stimuli present","voluntary facial action"
"R_1eOzjv9UHp2mY1e","filler",1,"positive stimuli absent","voluntary facial action"
"R_1eOzjv9UHp2mY1e","filler",1.5,"positive stimuli absent","voluntary facial action"
"R_1eOzjv9UHp2mY1e","happy",1,"positive stimuli absent","voluntary facial action"
"R_1eOzjv9UHp2mY1e","neutral",2,"positive stimuli absent","voluntary facial action"
"R_1eP0LLBSJgCAwLf","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_1eP0LLBSJgCAwLf","filler",2.75,"positive stimuli present","pen-in-mouth"
"R_1eP0LLBSJgCAwLf","happy",3.25,"positive stimuli present","pen-in-mouth"
"R_1eP0LLBSJgCAwLf","neutral",3.25,"positive stimuli present","pen-in-mouth"
"R_1eqt14JXeZqBIXY","filler",1.75,"positive stimuli present","facial mimicry"
"R_1eqt14JXeZqBIXY","filler",2.25,"positive stimuli present","facial mimicry"
"R_1eqt14JXeZqBIXY","happy",2,"positive stimuli present","facial mimicry"
"R_1eqt14JXeZqBIXY","neutral",1.25,"positive stimuli present","facial mimicry"
"R_1esgUhZKDOcWVmb","filler",1.25,"positive stimuli absent","facial mimicry"
"R_1esgUhZKDOcWVmb","filler",1,"positive stimuli absent","facial mimicry"
"R_1esgUhZKDOcWVmb","happy",1,"positive stimuli absent","facial mimicry"
"R_1esgUhZKDOcWVmb","neutral",1,"positive stimuli absent","facial mimicry"
"R_1esHqFPdMhWtcSx","filler",4.25,"positive stimuli present","facial mimicry"
"R_1esHqFPdMhWtcSx","filler",4.25,"positive stimuli present","facial mimicry"
"R_1esHqFPdMhWtcSx","happy",2,"positive stimuli present","facial mimicry"
"R_1esHqFPdMhWtcSx","neutral",3.5,"positive stimuli present","facial mimicry"
"R_1eUBz4g4MuVOwyX","filler",2.5,"positive stimuli present","pen-in-mouth"
"R_1eUBz4g4MuVOwyX","filler",2.25,"positive stimuli present","pen-in-mouth"
"R_1eUBz4g4MuVOwyX","happy",1,"positive stimuli present","pen-in-mouth"
"R_1eUBz4g4MuVOwyX","neutral",1.75,"positive stimuli present","pen-in-mouth"
"R_1eUWn7v6USqKoLG","filler",1,"positive stimuli absent","voluntary facial action"
"R_1eUWn7v6USqKoLG","filler",1,"positive stimuli absent","voluntary facial action"
"R_1eUWn7v6USqKoLG","happy",1,"positive stimuli absent","voluntary facial action"
"R_1eUWn7v6USqKoLG","neutral",1,"positive stimuli absent","voluntary facial action"
"R_1ewnIYiZer15aY3","filler",1,"positive stimuli present","pen-in-mouth"
"R_1ewnIYiZer15aY3","filler",1,"positive stimuli present","pen-in-mouth"
"R_1ewnIYiZer15aY3","happy",1,"positive stimuli present","pen-in-mouth"
"R_1ewnIYiZer15aY3","neutral",1,"positive stimuli present","pen-in-mouth"
"R_1EXO3Em8f9T7iVZ","filler",1,"positive stimuli present","pen-in-mouth"
"R_1EXO3Em8f9T7iVZ","filler",1,"positive stimuli present","pen-in-mouth"
"R_1EXO3Em8f9T7iVZ","happy",1,"positive stimuli present","pen-in-mouth"
"R_1EXO3Em8f9T7iVZ","neutral",1,"positive stimuli present","pen-in-mouth"
"R_1F3p9nx4d8Iop9D","filler",1,"positive stimuli present","voluntary facial action"
"R_1F3p9nx4d8Iop9D","filler",2,"positive stimuli present","voluntary facial action"
"R_1F3p9nx4d8Iop9D","happy",4.75,"positive stimuli present","voluntary facial action"
"R_1F3p9nx4d8Iop9D","neutral",1,"positive stimuli present","voluntary facial action"
"R_1F50P107fJDHM19","filler",2.5,"positive stimuli present","pen-in-mouth"
"R_1F50P107fJDHM19","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_1F50P107fJDHM19","happy",2,"positive stimuli present","pen-in-mouth"
"R_1F50P107fJDHM19","neutral",2,"positive stimuli present","pen-in-mouth"
"R_1Fa0p74WPLyHyeD","filler",6.25,"positive stimuli present","pen-in-mouth"
"R_1Fa0p74WPLyHyeD","filler",6.25,"positive stimuli present","pen-in-mouth"
"R_1Fa0p74WPLyHyeD","happy",4.25,"positive stimuli present","pen-in-mouth"
"R_1Fa0p74WPLyHyeD","neutral",2,"positive stimuli present","pen-in-mouth"
"R_1FaEHC3OGGTob5e","filler",2.75,"positive stimuli present","facial mimicry"
"R_1FaEHC3OGGTob5e","filler",3,"positive stimuli present","facial mimicry"
"R_1FaEHC3OGGTob5e","happy",3,"positive stimuli present","facial mimicry"
"R_1FaEHC3OGGTob5e","neutral",3,"positive stimuli present","facial mimicry"
"R_1FbxQ4olfi9CaTD","filler",1.25,"positive stimuli absent","facial mimicry"
"R_1FbxQ4olfi9CaTD","filler",3.25,"positive stimuli absent","facial mimicry"
"R_1FbxQ4olfi9CaTD","happy",2.75,"positive stimuli absent","facial mimicry"
"R_1FbxQ4olfi9CaTD","neutral",1.75,"positive stimuli absent","facial mimicry"
"R_1FCzDl0LfPQ0tJg","filler",1,"positive stimuli present","facial mimicry"
"R_1FCzDl0LfPQ0tJg","filler",1.25,"positive stimuli present","facial mimicry"
"R_1FCzDl0LfPQ0tJg","happy",2,"positive stimuli present","facial mimicry"
"R_1FCzDl0LfPQ0tJg","neutral",3,"positive stimuli present","facial mimicry"
"R_1FDmxVa9Gl2dd38","filler",6,"positive stimuli absent","pen-in-mouth"
"R_1FDmxVa9Gl2dd38","filler",5.5,"positive stimuli absent","pen-in-mouth"
"R_1FDmxVa9Gl2dd38","happy",6,"positive stimuli absent","pen-in-mouth"
"R_1FDmxVa9Gl2dd38","neutral",6,"positive stimuli absent","pen-in-mouth"
"R_1FFCULhiYxjdmC7","filler",4,"positive stimuli present","pen-in-mouth"
"R_1FFCULhiYxjdmC7","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_1FFCULhiYxjdmC7","happy",3.75,"positive stimuli present","pen-in-mouth"
"R_1FFCULhiYxjdmC7","neutral",3.75,"positive stimuli present","pen-in-mouth"
"R_1fkfcp4rkitXCW8","filler",2,"positive stimuli present","voluntary facial action"
"R_1fkfcp4rkitXCW8","filler",2.25,"positive stimuli present","voluntary facial action"
"R_1fkfcp4rkitXCW8","happy",4,"positive stimuli present","voluntary facial action"
"R_1fkfcp4rkitXCW8","neutral",4,"positive stimuli present","voluntary facial action"
"R_1fkjXWK3jBJDLWm","filler",1,"positive stimuli present","facial mimicry"
"R_1fkjXWK3jBJDLWm","filler",1.5,"positive stimuli present","facial mimicry"
"R_1fkjXWK3jBJDLWm","happy",2,"positive stimuli present","facial mimicry"
"R_1fkjXWK3jBJDLWm","neutral",2.5,"positive stimuli present","facial mimicry"
"R_1FKx9fzaTmkx2lQ","filler",3,"positive stimuli present","pen-in-mouth"
"R_1FKx9fzaTmkx2lQ","filler",2,"positive stimuli present","pen-in-mouth"
"R_1FKx9fzaTmkx2lQ","happy",2.25,"positive stimuli present","pen-in-mouth"
"R_1FKx9fzaTmkx2lQ","neutral",3,"positive stimuli present","pen-in-mouth"
"R_1FkyMUzFI59hf4n","filler",1,"positive stimuli present","pen-in-mouth"
"R_1FkyMUzFI59hf4n","filler",1,"positive stimuli present","pen-in-mouth"
"R_1FkyMUzFI59hf4n","happy",1,"positive stimuli present","pen-in-mouth"
"R_1FkyMUzFI59hf4n","neutral",1,"positive stimuli present","pen-in-mouth"
"R_1FlJ5nFH5u98n9z","filler",1,"positive stimuli present","facial mimicry"
"R_1FlJ5nFH5u98n9z","filler",1,"positive stimuli present","facial mimicry"
"R_1FlJ5nFH5u98n9z","happy",1,"positive stimuli present","facial mimicry"
"R_1FlJ5nFH5u98n9z","neutral",1,"positive stimuli present","facial mimicry"
"R_1FquIG8kF1Nmo2O","filler",1,"positive stimuli absent","facial mimicry"
"R_1FquIG8kF1Nmo2O","filler",6.75,"positive stimuli absent","facial mimicry"
"R_1FquIG8kF1Nmo2O","happy",3.25,"positive stimuli absent","facial mimicry"
"R_1FquIG8kF1Nmo2O","neutral",3.75,"positive stimuli absent","facial mimicry"
"R_1FqVcASWKXPogD6","filler",1,"positive stimuli present","facial mimicry"
"R_1FqVcASWKXPogD6","filler",3.25,"positive stimuli present","facial mimicry"
"R_1FqVcASWKXPogD6","happy",2.25,"positive stimuli present","facial mimicry"
"R_1FqVcASWKXPogD6","neutral",3,"positive stimuli present","facial mimicry"
"R_1FQVDLsYS0dOmLb","filler",1,"positive stimuli absent","facial mimicry"
"R_1FQVDLsYS0dOmLb","filler",1,"positive stimuli absent","facial mimicry"
"R_1FQVDLsYS0dOmLb","happy",1,"positive stimuli absent","facial mimicry"
"R_1FQVDLsYS0dOmLb","neutral",1,"positive stimuli absent","facial mimicry"
"R_1FSebPiiQNoc5tc","filler",3.5,"positive stimuli present","voluntary facial action"
"R_1FSebPiiQNoc5tc","filler",4.25,"positive stimuli present","voluntary facial action"
"R_1FSebPiiQNoc5tc","happy",4.5,"positive stimuli present","voluntary facial action"
"R_1FSebPiiQNoc5tc","neutral",4.5,"positive stimuli present","voluntary facial action"
"R_1FSek3Fdi6UzoEo","filler",1,"positive stimuli absent","pen-in-mouth"
"R_1FSek3Fdi6UzoEo","filler",1,"positive stimuli absent","pen-in-mouth"
"R_1FSek3Fdi6UzoEo","happy",1,"positive stimuli absent","pen-in-mouth"
"R_1FSek3Fdi6UzoEo","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_1FyxARCQtdh8dy0","filler",1.25,"positive stimuli absent","facial mimicry"
"R_1FyxARCQtdh8dy0","filler",1,"positive stimuli absent","facial mimicry"
"R_1FyxARCQtdh8dy0","happy",4.75,"positive stimuli absent","facial mimicry"
"R_1FyxARCQtdh8dy0","neutral",1,"positive stimuli absent","facial mimicry"
"R_1Fzkb2r3W07sWSi","filler",1,"positive stimuli present","voluntary facial action"
"R_1Fzkb2r3W07sWSi","filler",1,"positive stimuli present","voluntary facial action"
"R_1Fzkb2r3W07sWSi","happy",2,"positive stimuli present","voluntary facial action"
"R_1Fzkb2r3W07sWSi","neutral",1,"positive stimuli present","voluntary facial action"
"R_1fZLIDK8NDWwS8g","filler",2.75,"positive stimuli absent","pen-in-mouth"
"R_1fZLIDK8NDWwS8g","filler",3,"positive stimuli absent","pen-in-mouth"
"R_1fZLIDK8NDWwS8g","happy",3.25,"positive stimuli absent","pen-in-mouth"
"R_1fZLIDK8NDWwS8g","neutral",4,"positive stimuli absent","pen-in-mouth"
"R_1g58avPD7vSxu3n","filler",1,"positive stimuli present","voluntary facial action"
"R_1g58avPD7vSxu3n","filler",1,"positive stimuli present","voluntary facial action"
"R_1g58avPD7vSxu3n","happy",1,"positive stimuli present","voluntary facial action"
"R_1g58avPD7vSxu3n","neutral",1,"positive stimuli present","voluntary facial action"
"R_1g7KvzPvI2R6ar4","filler",3.25,"positive stimuli absent","facial mimicry"
"R_1g7KvzPvI2R6ar4","filler",2.75,"positive stimuli absent","facial mimicry"
"R_1g7KvzPvI2R6ar4","happy",3,"positive stimuli absent","facial mimicry"
"R_1g7KvzPvI2R6ar4","neutral",2,"positive stimuli absent","facial mimicry"
"R_1gANg36OWKFLHYD","filler",1,"positive stimuli absent","pen-in-mouth"
"R_1gANg36OWKFLHYD","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_1gANg36OWKFLHYD","happy",1,"positive stimuli absent","pen-in-mouth"
"R_1gANg36OWKFLHYD","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_1GCA23NjsKWRBym","filler",1.75,"positive stimuli present","voluntary facial action"
"R_1GCA23NjsKWRBym","filler",3.5,"positive stimuli present","voluntary facial action"
"R_1GCA23NjsKWRBym","happy",3.25,"positive stimuli present","voluntary facial action"
"R_1GCA23NjsKWRBym","neutral",2.25,"positive stimuli present","voluntary facial action"
"R_1GE77zrzGdAGl1Q","filler",2.5,"positive stimuli absent","facial mimicry"
"R_1GE77zrzGdAGl1Q","filler",1,"positive stimuli absent","facial mimicry"
"R_1GE77zrzGdAGl1Q","happy",2,"positive stimuli absent","facial mimicry"
"R_1GE77zrzGdAGl1Q","neutral",1,"positive stimuli absent","facial mimicry"
"R_1GEblwnTmqlR7cl","filler",4.75,"positive stimuli present","facial mimicry"
"R_1GEblwnTmqlR7cl","filler",2.5,"positive stimuli present","facial mimicry"
"R_1GEblwnTmqlR7cl","happy",6.5,"positive stimuli present","facial mimicry"
"R_1GEblwnTmqlR7cl","neutral",3.75,"positive stimuli present","facial mimicry"
"R_1gGFCXjqxLzLoQm","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_1gGFCXjqxLzLoQm","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_1gGFCXjqxLzLoQm","happy",3.25,"positive stimuli present","pen-in-mouth"
"R_1gGFCXjqxLzLoQm","neutral",3.25,"positive stimuli present","pen-in-mouth"
"R_1gGtXDtTuQeYLqX","filler",1,"positive stimuli present","facial mimicry"
"R_1gGtXDtTuQeYLqX","filler",1,"positive stimuli present","facial mimicry"
"R_1gGtXDtTuQeYLqX","happy",1.75,"positive stimuli present","facial mimicry"
"R_1gGtXDtTuQeYLqX","neutral",1.25,"positive stimuli present","facial mimicry"
"R_1gHMrHVc5m9ZAuG","filler",2.25,"positive stimuli present","voluntary facial action"
"R_1gHMrHVc5m9ZAuG","filler",5.25,"positive stimuli present","voluntary facial action"
"R_1gHMrHVc5m9ZAuG","happy",2.25,"positive stimuli present","voluntary facial action"
"R_1gHMrHVc5m9ZAuG","neutral",2,"positive stimuli present","voluntary facial action"
"R_1GHVsDrcUk95yYu","filler",1,"positive stimuli absent","voluntary facial action"
"R_1GHVsDrcUk95yYu","filler",1,"positive stimuli absent","voluntary facial action"
"R_1GHVsDrcUk95yYu","happy",1,"positive stimuli absent","voluntary facial action"
"R_1GHVsDrcUk95yYu","neutral",1,"positive stimuli absent","voluntary facial action"
"R_1GJh33rEI3z6ydr","filler",2.75,"positive stimuli absent","pen-in-mouth"
"R_1GJh33rEI3z6ydr","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_1GJh33rEI3z6ydr","happy",1.75,"positive stimuli absent","pen-in-mouth"
"R_1GJh33rEI3z6ydr","neutral",1.75,"positive stimuli absent","pen-in-mouth"
"R_1GJki07eD1MIv8I","filler",1.25,"positive stimuli present","voluntary facial action"
"R_1GJki07eD1MIv8I","filler",1,"positive stimuli present","voluntary facial action"
"R_1GJki07eD1MIv8I","happy",3.75,"positive stimuli present","voluntary facial action"
"R_1GJki07eD1MIv8I","neutral",3.25,"positive stimuli present","voluntary facial action"
"R_1gjzR8K4eTcJBBV","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_1gjzR8K4eTcJBBV","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_1gjzR8K4eTcJBBV","happy",1.75,"positive stimuli present","pen-in-mouth"
"R_1gjzR8K4eTcJBBV","neutral",1.75,"positive stimuli present","pen-in-mouth"
"R_1gLn2pRGRlS2Hci","filler",2.5,"positive stimuli absent","voluntary facial action"
"R_1gLn2pRGRlS2Hci","filler",1,"positive stimuli absent","voluntary facial action"
"R_1gLn2pRGRlS2Hci","happy",3.75,"positive stimuli absent","voluntary facial action"
"R_1gLn2pRGRlS2Hci","neutral",1,"positive stimuli absent","voluntary facial action"
"R_1gqCcEmX1qbqgSM","filler",3.25,"positive stimuli present","voluntary facial action"
"R_1gqCcEmX1qbqgSM","filler",4.5,"positive stimuli present","voluntary facial action"
"R_1gqCcEmX1qbqgSM","happy",1,"positive stimuli present","voluntary facial action"
"R_1gqCcEmX1qbqgSM","neutral",4,"positive stimuli present","voluntary facial action"
"R_1GQsqdlqnuMKUNm","filler",4,"positive stimuli absent","voluntary facial action"
"R_1GQsqdlqnuMKUNm","filler",5.5,"positive stimuli absent","voluntary facial action"
"R_1GQsqdlqnuMKUNm","happy",5.5,"positive stimuli absent","voluntary facial action"
"R_1GQsqdlqnuMKUNm","neutral",4.25,"positive stimuli absent","voluntary facial action"
"R_1gRx1zohqI322DK","filler",1,"positive stimuli present","voluntary facial action"
"R_1gRx1zohqI322DK","filler",1.5,"positive stimuli present","voluntary facial action"
"R_1gRx1zohqI322DK","happy",1,"positive stimuli present","voluntary facial action"
"R_1gRx1zohqI322DK","neutral",1,"positive stimuli present","voluntary facial action"
"R_1gSGW5l3xxyfCgo","filler",1,"positive stimuli absent","pen-in-mouth"
"R_1gSGW5l3xxyfCgo","filler",1,"positive stimuli absent","pen-in-mouth"
"R_1gSGW5l3xxyfCgo","happy",1,"positive stimuli absent","pen-in-mouth"
"R_1gSGW5l3xxyfCgo","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_1gTiKtvMgBsa4cc","filler",1,"positive stimuli present","voluntary facial action"
"R_1gTiKtvMgBsa4cc","filler",1,"positive stimuli present","voluntary facial action"
"R_1gTiKtvMgBsa4cc","happy",1.75,"positive stimuli present","voluntary facial action"
"R_1gTiKtvMgBsa4cc","neutral",1.25,"positive stimuli present","voluntary facial action"
"R_1GUkcJsoHDsdHOP","filler",1,"positive stimuli present","pen-in-mouth"
"R_1GUkcJsoHDsdHOP","filler",1,"positive stimuli present","pen-in-mouth"
"R_1GUkcJsoHDsdHOP","happy",1,"positive stimuli present","pen-in-mouth"
"R_1GUkcJsoHDsdHOP","neutral",1,"positive stimuli present","pen-in-mouth"
"R_1guoTFojAyT9dUj","filler",4,"positive stimuli absent","voluntary facial action"
"R_1guoTFojAyT9dUj","filler",3.75,"positive stimuli absent","voluntary facial action"
"R_1guoTFojAyT9dUj","happy",3.75,"positive stimuli absent","voluntary facial action"
"R_1guoTFojAyT9dUj","neutral",4,"positive stimuli absent","voluntary facial action"
"R_1gwI2Ieo1Ir6Lm8","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_1gwI2Ieo1Ir6Lm8","filler",3.5,"positive stimuli present","pen-in-mouth"
"R_1gwI2Ieo1Ir6Lm8","happy",2.25,"positive stimuli present","pen-in-mouth"
"R_1gwI2Ieo1Ir6Lm8","neutral",3.25,"positive stimuli present","pen-in-mouth"
"R_1GyjSGMFI1463WT","filler",1.75,"positive stimuli absent","facial mimicry"
"R_1GyjSGMFI1463WT","filler",2,"positive stimuli absent","facial mimicry"
"R_1GyjSGMFI1463WT","happy",2,"positive stimuli absent","facial mimicry"
"R_1GyjSGMFI1463WT","neutral",1.75,"positive stimuli absent","facial mimicry"
"R_1GZAi8MJCAcWEcy","filler",2,"positive stimuli absent","voluntary facial action"
"R_1GZAi8MJCAcWEcy","filler",1.5,"positive stimuli absent","voluntary facial action"
"R_1GZAi8MJCAcWEcy","happy",1.5,"positive stimuli absent","voluntary facial action"
"R_1GZAi8MJCAcWEcy","neutral",1,"positive stimuli absent","voluntary facial action"
"R_1H028XgiGmNvpyG","filler",1.75,"positive stimuli present","voluntary facial action"
"R_1H028XgiGmNvpyG","filler",1,"positive stimuli present","voluntary facial action"
"R_1H028XgiGmNvpyG","happy",1,"positive stimuli present","voluntary facial action"
"R_1H028XgiGmNvpyG","neutral",1,"positive stimuli present","voluntary facial action"
